 ticket74,2020-06-04,correo3@gmail.com,servicio tecnico
 ticket75,2020-06-05,correo4@gmail.com,servicio al cliente
 ticket76,2020-06-06,correo5@gmail.com,servicio de compras
 ticket77,2020-06-07,correo6@gmail.com,servicio tecnico
 ticket78,2020-06-08,correo7@gmail.com,servicio tecnico
 ticket79,2020-06-09,correo8@gmail.com,servicio al cliente
 ticket80,2020-06-10,correo9@gmail.com,servicio de compras
 ticket81,2020-06-11,correo10@gmail.com,servicio tecnico
 ticket82,2020-06-12,correo1@gmail.com,servicio tecnico
 ticket83,2020-06-13,correo2@gmail.com,servicio al cliente
 ticket84,2020-06-14,correo3@gmail.com,servicio de compras
 ticket85,2020-06-15,correo4@gmail.com,servicio tecnico
 ticket86,2020-06-16,correo5@gmail.com,servicio tecnico
 ticket87,2020-06-17,correo6@gmail.com,servicio al cliente
 ticket88,2020-06-18,correo7@gmail.com,servicio de compras
 ticket89,2020-06-19,correo8@gmail.com,servicio tecnico
 ticket90,2020-06-20,correo9@gmail.com,servicio tecnico
 ticket91,2020-06-21,correo10@gmail.com,servicio al cliente
 ticket92,2020-06-22,correo1@gmail.com,servicio de compras
 ticket93,2020-06-23,correo2@gmail.com,servicio tecnico
 ticket94,2020-06-24,correo3@gmail.com,servicio tecnico
 ticket95,2020-06-25,correo4@gmail.com,servicio al cliente
 ticket96,2020-06-26,correo5@gmail.com,servicio de compras
 ticket97,2020-06-27,correo6@gmail.com,servicio tecnico
 ticket98,2020-06-28,correo7@gmail.com,servicio tecnico
 ticket99,2020-06-29,correo8@gmail.com,servicio al cliente
 ticket100,2020-06-30,correo9@gmail.com,servicio de compras
 ticket101,2020-07-01,correo10@gmail.com,servicio tecnico
 ticket102,2020-07-02,correo1@gmail.com,servicio tecnico
 ticket103,2020-07-03,correo2@gmail.com,servicio al cliente
 ticket104,2020-07-04,correo3@gmail.com,servicio de compras
 ticket105,2020-07-05,correo4@gmail.com,servicio tecnico
 ticket106,2020-07-06,correo5@gmail.com,servicio tecnico
 ticket107,2020-07-07,correo6@gmail.com,servicio al cliente
 ticket108,2020-07-08,correo7@gmail.com,servicio de compras
 ticket109,2020-07-09,correo8@gmail.com,servicio tecnico
 ticket110,2020-07-10,correo9@gmail.com,servicio tecnico
 ticket111,2020-07-11,correo10@gmail.com,servicio al cliente
 ticket112,2020-07-12,correo1@gmail.com,servicio de compras
 ticket113,2020-07-13,correo2@gmail.com,servicio tecnico
 ticket114,2020-07-14,correo3@gmail.com,servicio tecnico
 ticket115,2020-07-15,correo4@gmail.com,servicio al cliente
 ticket116,2020-07-16,correo5@gmail.com,servicio de compras
 ticket117,2020-07-17,correo6@gmail.com,servicio tecnico
 ticket118,2020-07-18,correo7@gmail.com,servicio tecnico
 ticket119,2020-07-19,correo8@gmail.com,servicio al cliente
 ticket120,2020-07-20,correo9@gmail.com,servicio de compras
 ticket121,2020-07-21,correo10@gmail.com,servicio tecnico
 ticket122,2020-07-22,correo1@gmail.com,servicio tecnico
 ticket123,2020-07-23,correo2@gmail.com,servicio al cliente
 ticket124,2020-07-24,correo3@gmail.com,servicio de compras
 ticket125,2020-07-25,correo4@gmail.com,servicio tecnico
 ticket126,2020-07-26,correo5@gmail.com,servicio tecnico
 ticket127,2020-07-27,correo6@gmail.com,servicio al cliente
 ticket128,2020-07-28,correo7@gmail.com,servicio de compras
 ticket129,2020-07-29,correo8@gmail.com,servicio tecnico
 ticket130,2020-07-30,correo9@gmail.com,servicio tecnico
 ticket131,2020-07-31,correo10@gmail.com,servicio al cliente
 ticket132,2020-08-01,correo1@gmail.com,servicio de compras
 ticket133,2020-08-02,correo2@gmail.com,servicio tecnico
 ticket134,2020-08-03,correo3@gmail.com,servicio tecnico
 ticket135,2020-08-04,correo4@gmail.com,servicio al cliente
 ticket136,2020-08-05,correo5@gmail.com,servicio de compras
 ticket137,2020-08-06,correo6@gmail.com,servicio tecnico
 ticket138,2020-08-07,correo7@gmail.com,servicio tecnico
 ticket139,2020-08-08,correo8@gmail.com,servicio al cliente
 ticket140,2020-08-09,correo9@gmail.com,servicio de compras
 ticket141,2020-08-10,correo10@gmail.com,servicio tecnico
 ticket142,2020-08-11,correo1@gmail.com,servicio tecnico
 ticket143,2020-08-12,correo2@gmail.com,servicio al cliente
 ticket144,2020-08-13,correo3@gmail.com,servicio de compras
 ticket145,2020-08-14,correo4@gmail.com,servicio tecnico
 ticket146,2020-08-15,correo5@gmail.com,servicio tecnico
 ticket147,2020-08-16,correo6@gmail.com,servicio al cliente
 ticket148,2020-08-17,correo7@gmail.com,servicio de compras
 ticket149,2020-08-18,correo8@gmail.com,servicio tecnico
 ticket150,2020-08-19,correo9@gmail.com,servicio tecnico
 ticket151,2020-08-20,correo10@gmail.com,servicio al cliente
 ticket152,2020-08-21,correo1@gmail.com,servicio de compras
 ticket153,2020-08-22,correo2@gmail.com,servicio tecnico
 ticket154,2020-08-23,correo3@gmail.com,servicio tecnico
 ticket155,2020-08-24,correo4@gmail.com,servicio al cliente
 ticket156,2020-08-25,correo5@gmail.com,servicio de compras
 ticket157,2020-08-26,correo6@gmail.com,servicio tecnico
 ticket158,2020-08-27,correo7@gmail.com,servicio tecnico
 ticket159,2020-08-28,correo8@gmail.com,servicio al cliente
 ticket160,2020-08-29,correo9@gmail.com,servicio de compras
 ticket161,2020-08-30,correo10@gmail.com,servicio tecnico
 ticket162,2020-08-31,correo1@gmail.com,servicio tecnico
 ticket163,2020-09-01,correo2@gmail.com,servicio al cliente
 ticket164,2020-09-02,correo3@gmail.com,servicio de compras
 ticket165,2020-09-03,correo4@gmail.com,servicio tecnico
 ticket166,2020-09-04,correo5@gmail.com,servicio tecnico
 ticket167,2020-09-05,correo6@gmail.com,servicio al cliente
 ticket168,2020-09-06,correo7@gmail.com,servicio de compras
 ticket169,2020-09-07,correo8@gmail.com,servicio tecnico
 ticket170,2020-09-08,correo9@gmail.com,servicio tecnico
 ticket171,2020-09-09,correo10@gmail.com,servicio al cliente
 ticket172,2020-09-10,correo1@gmail.com,servicio de compras
 ticket173,2020-09-11,correo2@gmail.com,servicio tecnico
 ticket174,2020-09-12,correo3@gmail.com,servicio tecnico
 ticket175,2020-09-13,correo4@gmail.com,servicio al cliente
 ticket176,2020-09-14,correo5@gmail.com,servicio de compras
 ticket177,2020-09-15,correo6@gmail.com,servicio tecnico
 ticket178,2020-09-16,correo7@gmail.com,servicio tecnico
 ticket179,2020-09-17,correo8@gmail.com,servicio al cliente
 ticket180,2020-09-18,correo9@gmail.com,servicio de compras
 ticket181,2020-09-19,correo10@gmail.com,servicio tecnico
 ticket182,2020-09-20,correo1@gmail.com,servicio tecnico
 ticket183,2020-09-21,correo2@gmail.com,servicio al cliente
 ticket184,2020-09-22,correo3@gmail.com,servicio de compras
 ticket185,2020-09-23,correo4@gmail.com,servicio tecnico
 ticket186,2020-09-24,correo5@gmail.com,servicio tecnico
 ticket187,2020-09-25,correo6@gmail.com,servicio al cliente
 ticket188,2020-09-26,correo7@gmail.com,servicio de compras
 ticket189,2020-09-27,correo8@gmail.com,servicio tecnico
 ticket190,2020-09-28,correo9@gmail.com,servicio tecnico
 ticket191,2020-09-29,correo10@gmail.com,servicio al cliente
 ticket192,2020-09-30,correo1@gmail.com,servicio de compras
 ticket193,2020-10-01,correo2@gmail.com,servicio tecnico
 ticket194,2020-10-02,correo3@gmail.com,servicio tecnico
 ticket195,2020-10-03,correo4@gmail.com,servicio al cliente
 ticket196,2020-10-04,correo5@gmail.com,servicio de compras
 ticket197,2020-10-05,correo6@gmail.com,servicio tecnico
 ticket198,2020-10-06,correo7@gmail.com,servicio tecnico
 ticket199,2020-10-07,correo8@gmail.com,servicio al cliente
 ticket200,2020-10-08,correo9@gmail.com,servicio de compras
 ticket201,2020-10-09,correo10@gmail.com,servicio tecnico
 ticket202,2020-10-10,correo1@gmail.com,servicio tecnico
 ticket203,2020-10-11,correo2@gmail.com,servicio al cliente
 ticket204,2020-10-12,correo3@gmail.com,servicio de compras
 ticket205,2020-10-13,correo4@gmail.com,servicio tecnico
 ticket206,2020-10-14,correo5@gmail.com,servicio tecnico
 ticket207,2020-10-15,correo6@gmail.com,servicio al cliente
 ticket208,2020-10-16,correo7@gmail.com,servicio de compras
 ticket209,2020-10-17,correo8@gmail.com,servicio tecnico
 ticket210,2020-10-18,correo9@gmail.com,servicio tecnico
 ticket211,2020-10-19,correo10@gmail.com,servicio al cliente
 ticket212,2020-10-20,correo1@gmail.com,servicio de compras
 ticket213,2020-10-21,correo2@gmail.com,servicio tecnico
 ticket214,2020-10-22,correo3@gmail.com,servicio tecnico
 ticket215,2020-10-23,correo4@gmail.com,servicio al cliente
 ticket216,2020-10-24,correo5@gmail.com,servicio de compras
 ticket217,2020-10-25,correo6@gmail.com,servicio tecnico
 ticket218,2020-10-26,correo7@gmail.com,servicio tecnico
 ticket219,2020-10-27,correo8@gmail.com,servicio al cliente
 ticket220,2020-10-28,correo9@gmail.com,servicio de compras
 ticket221,2020-10-29,correo10@gmail.com,servicio tecnico
 ticket222,2020-10-30,correo1@gmail.com,servicio tecnico
 ticket223,2020-10-31,correo2@gmail.com,servicio al cliente
 ticket224,2020-11-01,correo3@gmail.com,servicio de compras
 ticket225,2020-11-02,correo4@gmail.com,servicio tecnico
 ticket226,2020-11-03,correo5@gmail.com,servicio tecnico
 ticket227,2020-11-04,correo6@gmail.com,servicio al cliente
 ticket228,2020-11-05,correo7@gmail.com,servicio de compras
 ticket229,2020-11-06,correo8@gmail.com,servicio tecnico
 ticket230,2020-11-07,correo9@gmail.com,servicio tecnico
 ticket231,2020-11-08,correo10@gmail.com,servicio al cliente
 ticket232,2020-11-09,correo1@gmail.com,servicio de compras
 ticket233,2020-11-10,correo2@gmail.com,servicio tecnico
 ticket234,2020-11-11,correo3@gmail.com,servicio tecnico
 ticket235,2020-11-12,correo4@gmail.com,servicio al cliente
 ticket236,2020-11-13,correo5@gmail.com,servicio de compras
 ticket237,2020-11-14,correo6@gmail.com,servicio tecnico
 ticket238,2020-11-15,correo7@gmail.com,servicio tecnico
 ticket239,2020-11-16,correo8@gmail.com,servicio al cliente
 ticket240,2020-11-17,correo9@gmail.com,servicio de compras
 ticket241,2020-11-18,correo10@gmail.com,servicio tecnico
 ticket242,2020-11-19,correo1@gmail.com,servicio tecnico
 ticket243,2020-11-20,correo2@gmail.com,servicio al cliente
 ticket244,2020-11-21,correo3@gmail.com,servicio de compras
 ticket245,2020-11-22,correo4@gmail.com,servicio tecnico
 ticket246,2020-11-23,correo5@gmail.com,servicio tecnico
 ticket247,2020-11-24,correo6@gmail.com,servicio al cliente
 ticket248,2020-11-25,correo7@gmail.com,servicio de compras
 ticket249,2020-11-26,correo8@gmail.com,servicio tecnico
 ticket250,2020-11-27,correo9@gmail.com,servicio tecnico
 ticket251,2020-11-28,correo10@gmail.com,servicio al cliente
 ticket252,2020-11-29,correo1@gmail.com,servicio de compras
 ticket253,2020-11-30,correo2@gmail.com,servicio tecnico
 ticket254,2020-12-01,correo3@gmail.com,servicio tecnico
 ticket255,2020-12-02,correo4@gmail.com,servicio al cliente
 ticket256,2020-12-03,correo5@gmail.com,servicio de compras
 ticket257,2020-12-04,correo6@gmail.com,servicio tecnico
 ticket258,2020-12-05,correo7@gmail.com,servicio tecnico
 ticket259,2020-12-06,correo8@gmail.com,servicio al cliente
 ticket260,2020-12-07,correo9@gmail.com,servicio de compras
 ticket261,2020-12-08,correo10@gmail.com,servicio tecnico
 ticket262,2020-12-09,correo1@gmail.com,servicio tecnico
 ticket263,2020-12-10,correo2@gmail.com,servicio al cliente
 ticket264,2020-12-11,correo3@gmail.com,servicio de compras
 ticket265,2020-12-12,correo4@gmail.com,servicio tecnico
 ticket266,2020-12-13,correo5@gmail.com,servicio tecnico
 ticket267,2020-12-14,correo6@gmail.com,servicio al cliente
 ticket268,2020-12-15,correo7@gmail.com,servicio de compras
 ticket269,2020-12-16,correo8@gmail.com,servicio tecnico
 ticket270,2020-12-17,correo9@gmail.com,servicio tecnico
 ticket271,2020-12-18,correo10@gmail.com,servicio al cliente
 ticket272,2020-12-19,correo1@gmail.com,servicio de compras
 ticket273,2020-12-20,correo2@gmail.com,servicio tecnico
 ticket274,2020-12-21,correo3@gmail.com,servicio tecnico
 ticket275,2020-12-22,correo4@gmail.com,servicio al cliente
 ticket276,2020-12-23,correo5@gmail.com,servicio de compras
 ticket277,2020-12-24,correo6@gmail.com,servicio tecnico
 ticket278,2020-12-25,correo7@gmail.com,servicio tecnico
 ticket279,2020-12-26,correo8@gmail.com,servicio al cliente
 ticket280,2020-12-27,correo9@gmail.com,servicio de compras
 ticket281,2020-12-28,correo10@gmail.com,servicio tecnico
 ticket282,2020-12-29,correo1@gmail.com,servicio tecnico
 ticket283,2020-12-30,correo2@gmail.com,servicio al cliente
 ticket284,2020-12-31,correo3@gmail.com,servicio de compras
 ticket285,2021-01-01,correo4@gmail.com,servicio tecnico
 ticket286,2021-01-02,correo5@gmail.com,servicio tecnico
 ticket287,2021-01-03,correo6@gmail.com,servicio al cliente
 ticket288,2021-01-04,correo7@gmail.com,servicio de compras
 ticket289,2021-01-05,correo8@gmail.com,servicio tecnico
 ticket290,2021-01-06,correo9@gmail.com,servicio tecnico
 ticket291,2021-01-07,correo10@gmail.com,servicio al cliente
 ticket292,2021-01-08,correo1@gmail.com,servicio de compras
 ticket293,2021-01-09,correo2@gmail.com,servicio tecnico
 ticket294,2021-01-10,correo3@gmail.com,servicio tecnico
 ticket295,2021-01-11,correo4@gmail.com,servicio al cliente
 ticket296,2021-01-12,correo5@gmail.com,servicio de compras
 ticket297,2021-01-13,correo6@gmail.com,servicio tecnico
 ticket298,2021-01-14,correo7@gmail.com,servicio tecnico
 ticket299,2021-01-15,correo8@gmail.com,servicio al cliente
 ticket300,2021-01-16,correo9@gmail.com,servicio de compras
 ticket301,2021-01-17,correo10@gmail.com,servicio tecnico
 ticket302,2021-01-18,correo1@gmail.com,servicio tecnico
 ticket303,2021-01-19,correo2@gmail.com,servicio al cliente
 ticket304,2021-01-20,correo3@gmail.com,servicio de compras
 ticket305,2021-01-21,correo4@gmail.com,servicio tecnico
 ticket306,2021-01-22,correo5@gmail.com,servicio tecnico
 ticket307,2021-01-23,correo6@gmail.com,servicio al cliente
 ticket308,2021-01-24,correo7@gmail.com,servicio de compras
 ticket309,2021-01-25,correo8@gmail.com,servicio tecnico
 ticket310,2021-01-26,correo9@gmail.com,servicio tecnico
 ticket311,2021-01-27,correo10@gmail.com,servicio al cliente
 ticket312,2021-01-28,correo1@gmail.com,servicio de compras
 ticket313,2021-01-29,correo2@gmail.com,servicio tecnico
 ticket314,2021-01-30,correo3@gmail.com,servicio tecnico
 ticket315,2021-01-31,correo4@gmail.com,servicio al cliente
 ticket316,2021-02-01,correo5@gmail.com,servicio de compras
 ticket317,2021-02-02,correo6@gmail.com,servicio tecnico
 ticket318,2021-02-03,correo7@gmail.com,servicio tecnico
 ticket319,2021-02-04,correo8@gmail.com,servicio al cliente
 ticket320,2021-02-05,correo9@gmail.com,servicio de compras
 ticket321,2021-02-06,correo10@gmail.com,servicio tecnico
 ticket322,2021-02-07,correo1@gmail.com,servicio tecnico
 ticket323,2021-02-08,correo2@gmail.com,servicio al cliente
 ticket324,2021-02-09,correo3@gmail.com,servicio de compras
 ticket325,2021-02-10,correo4@gmail.com,servicio tecnico
 ticket326,2021-02-11,correo5@gmail.com,servicio tecnico
 ticket327,2021-02-12,correo6@gmail.com,servicio al cliente
 ticket328,2021-02-13,correo7@gmail.com,servicio de compras
 ticket329,2021-02-14,correo8@gmail.com,servicio tecnico
 ticket330,2021-02-15,correo9@gmail.com,servicio tecnico
 ticket331,2021-02-16,correo10@gmail.com,servicio al cliente
 ticket332,2021-02-17,correo1@gmail.com,servicio de compras
 ticket333,2021-02-18,correo2@gmail.com,servicio tecnico
 ticket334,2021-02-19,correo3@gmail.com,servicio tecnico
 ticket335,2021-02-20,correo4@gmail.com,servicio al cliente
 ticket336,2021-02-21,correo5@gmail.com,servicio de compras
 ticket337,2021-02-22,correo6@gmail.com,servicio tecnico
 ticket338,2021-02-23,correo7@gmail.com,servicio tecnico
 ticket339,2021-02-24,correo8@gmail.com,servicio al cliente
 ticket340,2021-02-25,correo9@gmail.com,servicio de compras
 ticket341,2021-02-26,correo10@gmail.com,servicio tecnico
 ticket342,2021-02-27,correo1@gmail.com,servicio tecnico
 ticket343,2021-02-28,correo2@gmail.com,servicio al cliente
 ticket344,2021-03-01,correo3@gmail.com,servicio de compras
 ticket345,2021-03-02,correo4@gmail.com,servicio tecnico
 ticket346,2021-03-03,correo5@gmail.com,servicio tecnico
 ticket347,2021-03-04,correo6@gmail.com,servicio al cliente
 ticket348,2021-03-05,correo7@gmail.com,servicio de compras
 ticket349,2021-03-06,correo8@gmail.com,servicio tecnico
 ticket350,2021-03-07,correo9@gmail.com,servicio tecnico
 ticket351,2021-03-08,correo10@gmail.com,servicio al cliente
 ticket352,2021-03-09,correo1@gmail.com,servicio de compras
 ticket353,2021-03-10,correo2@gmail.com,servicio tecnico
 ticket354,2021-03-11,correo3@gmail.com,servicio tecnico
 ticket355,2021-03-12,correo4@gmail.com,servicio al cliente
 ticket356,2021-03-13,correo5@gmail.com,servicio de compras
 ticket357,2021-03-14,correo6@gmail.com,servicio tecnico
 ticket358,2021-03-15,correo7@gmail.com,servicio tecnico
 ticket359,2021-03-16,correo8@gmail.com,servicio al cliente
 ticket360,2021-03-17,correo9@gmail.com,servicio de compras
 ticket361,2021-03-18,correo10@gmail.com,servicio tecnico
 ticket362,2021-03-19,correo1@gmail.com,servicio tecnico
 ticket363,2021-03-20,correo2@gmail.com,servicio al cliente
 ticket364,2021-03-21,correo3@gmail.com,servicio de compras
 ticket365,2021-03-22,correo4@gmail.com,servicio tecnico
 ticket366,2021-03-23,correo5@gmail.com,servicio tecnico
 ticket367,2021-03-24,correo6@gmail.com,servicio al cliente
 ticket368,2021-03-25,correo7@gmail.com,servicio de compras
 ticket369,2021-03-26,correo8@gmail.com,servicio tecnico
 ticket370,2021-03-27,correo9@gmail.com,servicio tecnico
 ticket371,2021-03-28,correo10@gmail.com,servicio al cliente
 ticket372,2021-03-29,correo1@gmail.com,servicio de compras
 ticket373,2021-03-30,correo2@gmail.com,servicio tecnico
 ticket374,2021-03-31,correo3@gmail.com,servicio tecnico
 ticket375,2021-04-01,correo4@gmail.com,servicio al cliente
 ticket376,2021-04-02,correo5@gmail.com,servicio de compras
 ticket377,2021-04-03,correo6@gmail.com,servicio tecnico
 ticket378,2021-04-04,correo7@gmail.com,servicio tecnico
 ticket379,2021-04-05,correo8@gmail.com,servicio al cliente
 ticket380,2021-04-06,correo9@gmail.com,servicio de compras
 ticket381,2021-04-07,correo10@gmail.com,servicio tecnico
 ticket382,2021-04-08,correo1@gmail.com,servicio tecnico
 ticket383,2021-04-09,correo2@gmail.com,servicio al cliente
 ticket384,2021-04-10,correo3@gmail.com,servicio de compras
 ticket385,2021-04-11,correo4@gmail.com,servicio tecnico
 ticket386,2021-04-12,correo5@gmail.com,servicio tecnico
 ticket387,2021-04-13,correo6@gmail.com,servicio al cliente
 ticket388,2021-04-14,correo7@gmail.com,servicio de compras
 ticket389,2021-04-15,correo8@gmail.com,servicio tecnico
 ticket390,2021-04-16,correo9@gmail.com,servicio tecnico
 ticket391,2021-04-17,correo10@gmail.com,servicio al cliente
 ticket392,2021-04-18,correo1@gmail.com,servicio de compras
 ticket393,2021-04-19,correo2@gmail.com,servicio tecnico
 ticket394,2021-04-20,correo3@gmail.com,servicio tecnico
 ticket395,2021-04-21,correo4@gmail.com,servicio al cliente
 ticket396,2021-04-22,correo5@gmail.com,servicio de compras
 ticket397,2021-04-23,correo6@gmail.com,servicio tecnico
 ticket398,2021-04-24,correo7@gmail.com,servicio tecnico
 ticket399,2021-04-25,correo8@gmail.com,servicio al cliente
 ticket400,2021-04-26,correo9@gmail.com,servicio de compras
 ticket401,2021-04-27,correo10@gmail.com,servicio tecnico
 ticket402,2021-04-28,correo1@gmail.com,servicio tecnico
 ticket403,2021-04-29,correo2@gmail.com,servicio al cliente
 ticket404,2021-04-30,correo3@gmail.com,servicio de compras
 ticket405,2021-05-01,correo4@gmail.com,servicio tecnico
 ticket406,2021-05-02,correo5@gmail.com,servicio tecnico
 ticket407,2021-05-03,correo6@gmail.com,servicio al cliente
 ticket408,2021-05-04,correo7@gmail.com,servicio de compras
 ticket409,2021-05-05,correo8@gmail.com,servicio tecnico
 ticket410,2021-05-06,correo9@gmail.com,servicio tecnico
 ticket411,2021-05-07,correo10@gmail.com,servicio al cliente
 ticket412,2021-05-08,correo1@gmail.com,servicio de compras
 ticket413,2021-05-09,correo2@gmail.com,servicio tecnico
 ticket414,2021-05-10,correo3@gmail.com,servicio tecnico
 ticket415,2021-05-11,correo4@gmail.com,servicio al cliente
 ticket416,2021-05-12,correo5@gmail.com,servicio de compras
 ticket417,2021-05-13,correo6@gmail.com,servicio tecnico
 ticket418,2021-05-14,correo7@gmail.com,servicio tecnico
 ticket419,2021-05-15,correo8@gmail.com,servicio al cliente
 ticket420,2021-05-16,correo9@gmail.com,servicio de compras
 ticket421,2021-05-17,correo10@gmail.com,servicio tecnico
 ticket422,2021-05-18,correo1@gmail.com,servicio tecnico
 ticket423,2021-05-19,correo2@gmail.com,servicio al cliente
 ticket424,2021-05-20,correo3@gmail.com,servicio de compras
 ticket425,2021-05-21,correo4@gmail.com,servicio tecnico
 ticket426,2021-05-22,correo5@gmail.com,servicio tecnico
 ticket427,2021-05-23,correo6@gmail.com,servicio al cliente
 ticket428,2021-05-24,correo7@gmail.com,servicio de compras
 ticket429,2021-05-25,correo8@gmail.com,servicio tecnico
 ticket430,2021-05-26,correo9@gmail.com,servicio tecnico
 ticket431,2021-05-27,correo10@gmail.com,servicio al cliente
 ticket432,2021-05-28,correo1@gmail.com,servicio de compras
 ticket433,2021-05-29,correo2@gmail.com,servicio tecnico
 ticket434,2021-05-30,correo3@gmail.com,servicio tecnico
 ticket435,2021-05-31,correo4@gmail.com,servicio al cliente
 ticket436,2021-06-01,correo5@gmail.com,servicio de compras
 ticket437,2021-06-02,correo6@gmail.com,servicio tecnico
 ticket438,2021-06-03,correo7@gmail.com,servicio tecnico
 ticket439,2021-06-04,correo8@gmail.com,servicio al cliente
 ticket440,2021-06-05,correo9@gmail.com,servicio de compras
 ticket441,2021-06-06,correo10@gmail.com,servicio tecnico
 ticket442,2021-06-07,correo1@gmail.com,servicio tecnico
 ticket443,2021-06-08,correo2@gmail.com,servicio al cliente
 ticket444,2021-06-09,correo3@gmail.com,servicio de compras
 ticket445,2021-06-10,correo4@gmail.com,servicio tecnico
 ticket446,2021-06-11,correo5@gmail.com,servicio tecnico
 ticket447,2021-06-12,correo6@gmail.com,servicio al cliente
 ticket448,2021-06-13,correo7@gmail.com,servicio de compras
 ticket449,2021-06-14,correo8@gmail.com,servicio tecnico
 ticket450,2021-06-15,correo9@gmail.com,servicio tecnico
 ticket451,2021-06-16,correo10@gmail.com,servicio al cliente
 ticket452,2021-06-17,correo1@gmail.com,servicio de compras
 ticket453,2021-06-18,correo2@gmail.com,servicio tecnico
 ticket454,2021-06-19,correo3@gmail.com,servicio tecnico
 ticket455,2021-06-20,correo4@gmail.com,servicio al cliente
 ticket456,2021-06-21,correo5@gmail.com,servicio de compras
